year,month,name1,method4,method6,sio,antarctic,alaska,citizen,wrongby,abswrong,lastyear,extent
2017,8,"Lamont (Yuan & Li)","Statistical","Statistical",4.9000001,19.41,,"Scientist",-.078100204,.078100204,4.5285001,4.8218999
2017,8,"John, Christian","Statistical","Statistical",4.9710002,,,"Citizen",-.1491003,.1491003,4.5285001,4.8218999
2017,8,"MPAS-CWSM (Cavallo et al.)","Dynamical","Dynamical",5,18.1,,"Scientist",-.17810011,.17810011,4.5285001,4.8218999
2017,8,"AWI Consortium","Heuristic","Heuristic",5.0599999,,,"Scientist",-.23810005,.23810005,4.5285001,4.8218999
2017,8,"CPOM (D. Schroeder, et al.)","Statistical","Statistical",5.0999999,,,"Scientist",-.27810001,.27810001,4.5285001,4.8218999
2017,8,"Ionita & Grosfeld","Statistical","Statistical",5.1700001,18.5,,"Scientist",-.34810019,.34810019,4.5285001,4.8218999
2017,8,"Rob Dekker","Statistical","Statistical",5.4000001,,,"Citizen",-.5781002,.5781002,4.5285001,4.8218999
2017,8,"Yizhe Zhan","Statistical","Statistical",5.46,,,"Scientist",-.63810015,.63810015,4.5285001,4.8218999
2018,6,"Morison","Heuristic","Heuristic",3.4000001,,,"Scientist",1.3852334,1.3852334,4.8218999,4.7852335
2018,6,"MPAS-CESM","Dynamical","Dynamical",4,17.700001,.30000001,"Scientist",.7852335,.7852335,4.8218999,4.7852335
2018,6,"Gavin Cawley","Statistical","Statistical",4.1486139,,,"Scientist",.63661957,.63661957,4.8218999,4.7852335
2018,6,"Sean Horvath, NSIDC","Statistical","Statistical",4.1599998,,,"Scientist",.62523365,.62523365,4.8218999,4.7852335
2018,6,"Muyin Wang","Heuristic","Heuristic",4.1999998,,,"Scientist",.58523369,.58523369,4.8218999,4.7852335
2018,6,"UCL","Dynamical","Dynamical",4.25,20.959999,.44999999,"Scientist",.5352335,.5352335,4.8218999,4.7852335
2018,6,"Grimm","Statistical","Statistical",4.2600002,,,"Scientist",.52523327,.52523327,4.8218999,4.7852335
2018,6,"Nico Sun","Statistical","Statistical",4.3000002,,,"Citizen",.48523331,.48523331,4.8218999,4.7852335
2018,6,"McGill (Tremblay et al.)","Statistical","Statistical",4.3099999,,,"Scientist",.47523355,.47523355,4.8218999,4.7852335
2018,6,"Walt Meier","Statistical","Statistical",4.3800001,17.77,,"Scientist",.40523338,.40523338,4.8218999,4.7852335
2018,6,"Dmitri Kondrashov (UCLA)","Statistical","Statistical",4.3899999,,.5,"Scientist",.39523363,.39523363,4.8218999,4.7852335
2018,6,"Dr. Monica Ionita, Dr. Klaus Grosfeld","Statistical","Statistical",4.4000001,,,"Scientist",.3852334,.3852334,4.8218999,4.7852335
2018,6,"NMEFC of China (Li and Li )","Statistical","Statistical",4.4200001,,,"Scientist",.36523342,.36523342,4.8218999,4.7852335
2018,6,"Sanwa elementary school","Heuristic","Heuristic",4.4299998,,,"Citizen",.35523367,.35523367,4.8218999,4.7852335
2018,6,"Modified CanSIPS","Dynamical","Dynamical",4.4400001,,,"Scientist",.34523344,.34523344,4.8218999,4.7852335
2018,6,"NSIDC Group Entry","Heuristic","Heuristic",4.5500002,,,"Scientist",.23523331,.23523331,4.8218999,4.7852335
2018,6,"Xingren Wu and Robert Grumbine","Dynamical","Dynamical",4.5799999,19.16,,"Scientist",.20523357,.20523357,4.8218999,4.7852335
2018,6,"UNCW (McNamara & Wagner)","Statistical","Statistical",4.6100001,,,"Scientist",.17523336,.17523336,4.8218999,4.7852335
2018,6,"NCEP CPC","Dynamical","Dynamical",4.6300001,,.85000002,"Scientist",.15523338,.15523338,4.8218999,4.7852335
2018,6,"Rob Dekker","Statistical","Statistical",4.6500001,,,"Citizen",.1352334,.1352334,4.8218999,4.7852335
2018,6,"CNRM","Dynamical","Dynamical",4.6599998,17.200001,,"Scientist",.12523365,.12523365,4.8218999,4.7852335
2018,6,"Lamont (Yuan et al.)","Statistical","Statistical",4.71,18.68,.54000002,"Scientist",.075233459,.075233459,4.8218999,4.7852335
2018,6,"UTokyo (Kimura et al.)","Statistical","Statistical",4.71,,,"Scientist",.075233459,.075233459,4.8218999,4.7852335
2018,6,"Qing Bao, (LASG, IAP)","Mixed","Dynamical",4.8699999,18.01,.36000001,"Scientist",-.084766388,.084766388,4.8218999,4.7852335
2018,6,"Met Office","Dynamical","Dynamical",4.9000001,17.799999,.57999998,"Scientist",-.1147666,.1147666,4.8218999,4.7852335
2018,6,"Slater, Barrett, NSIDC","Statistical","Statistical",4.9099998,,,"Scientist",-.12476635,.12476635,4.8218999,4.7852335
2018,6,"GFDL/NOAA, Bushuk et al.","Dynamical","Dynamical",4.9299998,,.14,"Scientist",-.14476633,.14476633,4.8218999,4.7852335
2018,6,"Alek Petty, NASA-GSFC","Statistical","Statistical",4.98,18.51,.52999997,"Scientist",-.19476652,.19476652,4.8218999,4.7852335
2018,6,"FIO-ESM (Qiao et al.)","Dynamical","Dynamical",5.1100001,,,"Scientist",-.32476664,.32476664,4.8218999,4.7852335
2018,6,"RASM (Kamal et al.)","Dynamical","Dynamical",5.1149998,,.44999999,"Scientist",-.32976627,.32976627,4.8218999,4.7852335
2018,6,"Frank Bosse","Mixed","Statistical",5.1999998,,,"Citizen",-.41476631,.41476631,4.8218999,4.7852335
2018,6,"AWI consortium (Kauker et al.)","Dynamical","Dynamical",5.27,,,"Scientist",-.48476648,.48476648,4.8218999,4.7852335
2018,6,"CPOM","Statistical","Statistical",5.3000002,,,"Scientist",-.51476669,.51476669,4.8218999,4.7852335
2018,6,"NRL-NESM","Dynamical","Dynamical",5.9000001,20.4,.94,"Scientist",-1.1147666,1.1147666,4.8218999,4.7852335
2018,7,"Morison","Heuristic","Heuristic",3.4000001,,,"Scientist",1.3852334,1.3852334,4.8218999,4.7852335
2018,7,"NASA GMAO","Dynamical","Dynamical",3.9100001,,.20999999,"Scientist",.87523341,.87523341,4.8218999,4.7852335
2018,7,"Gavin Cawley","Statistical","Statistical",4.1486139,,,"Scientist",.63661957,.63661957,4.8218999,4.7852335
2018,7,"Kay/Bailey/Holland (NCAR/CU)","Heuristic","Heuristic",4.1999998,,,"Scientist",.58523369,.58523369,4.8218999,4.7852335
2018,7,"John, Christian","Statistical","Statistical",4.2399998,,,"Citizen",.54523373,.54523373,4.8218999,4.7852335
2018,7,"UC Louvain (Massonnet et al.)","Dynamical","Dynamical",4.25,20.959999,.44999999,"Scientist",.5352335,.5352335,4.8218999,4.7852335
2018,7,"Robert Grimm","Statistical","Statistical",4.3000002,,,"Scientist",.48523331,.48523331,4.8218999,4.7852335
2018,7,"McGill Team","Statistical","Statistical",4.3099999,,,"Scientist",.47523355,.47523355,4.8218999,4.7852335
2018,7,"NMEFC (Li & Li)","Statistical","Statistical",4.4200001,,,"Scientist",.36523342,.36523342,4.8218999,4.7852335
2018,7,"Sanwa Elementary School (Iihoshi et al.)","Heuristic","Heuristic",4.4299998,,,"Citizen",.35523367,.35523367,4.8218999,4.7852335
2018,7,"Yizhe Zhan","Statistical","Statistical",4.4499998,,,"Scientist",.33523369,.33523369,4.8218999,4.7852335
2018,7,"Nico Sun","Statistical","Statistical",4.48,,,"Citizen",.30523348,.30523348,4.8218999,4.7852335
2018,7,"GFDL/NOAA (Bushuk et al.)","Dynamical","Dynamical",4.4899998,,.13,"Scientist",.29523373,.29523373,4.8218999,4.7852335
2018,7,"MPAS-CESM","Dynamical","Dynamical",4.5,17.700001,.40000001,"Scientist",.2852335,.2852335,4.8218999,4.7852335
2018,7,"NSIDC Hivemind","Heuristic","Heuristic",4.5500002,,,"Scientist",.23523331,.23523331,4.8218999,4.7852335
2018,7,"Sean Horvath, NSIDC","Statistical","Statistical",4.5900002,,,"Scientist",.19523335,.19523335,4.8218999,4.7852335
2018,7,"IARC (Brettschneider et al.)","Statistical","Statistical",4.6389999,,,"Scientist",.14623356,.14623356,4.8218999,4.7852335
2018,7,"Dmitri Kondrashov (UCLA)","Statistical","Statistical",4.6700001,,.50999999,"Scientist",.11523342,.11523342,4.8218999,4.7852335
2018,7,"NRL-NESM","Dynamical","Dynamical",4.6999998,21.299999,.81,"Scientist",.085233688,.085233688,4.8218999,4.7852335
2018,7,"CPOM (D. Schroeder, et al.)","Statistical","Statistical",4.6999998,,,"Scientist",.085233688,.085233688,4.8218999,4.7852335
2018,7,"UTokyo (Kimura et al.)","Statistical","Statistical",4.71,,,"Scientist",.075233459,.075233459,4.8218999,4.7852335
2018,7,"Zhang & Schweiger","Dynamical","Dynamical",4.7199998,,,"Scientist",.065233707,.065233707,4.8218999,4.7852335
2018,7,"RASM (Kamal et al.)","Dynamical","Dynamical",4.75,,.46799999,"Scientist",.035233498,.035233498,4.8218999,4.7852335
2018,7,"NCEP CPC","Dynamical","Dynamical",4.77,,.89999998,"Scientist",.015233517,.015233517,4.8218999,4.7852335
2018,7,"Xiaojun Yuan, LDEO","Statistical","Statistical",4.7800002,18.950001,.60000002,"Scientist",.0052332878,.0052332878,4.8218999,4.7852335
2018,7,"Wu & Grumbine","Dynamical","Dynamical",4.8400002,19.620001,,"Scientist",-.054766655,.054766655,4.8218999,4.7852335
2018,7,"Qing Bao (LASG, IAP)","Mixed","Dynamical",4.8699999,18.01,.36000001,"Scientist",-.084766388,.084766388,4.8218999,4.7852335
2018,7,"Met Office","Dynamical","Dynamical",4.9000001,17.799999,.57999998,"Scientist",-.1147666,.1147666,4.8218999,4.7852335
2018,7,"Ionita & Grosfeld","Statistical","Statistical",4.9000001,,,"Scientist",-.1147666,.1147666,4.8218999,4.7852335
2018,7,"ECMWF SEAS5","Dynamical","Dynamical",4.9299998,,,"Scientist",-.14476633,.14476633,4.8218999,4.7852335
2018,7,"Slater/Barrett NSIDC","Statistical","Statistical",4.9699998,,,"Scientist",-.18476629,.18476629,4.8218999,4.7852335
2018,7,"Meier, NSIDC","Statistical","Statistical",4.98,18.049999,,"Scientist",-.19476652,.19476652,4.8218999,4.7852335
2018,7,"CNRM (Chevallier et al.)","Dynamical","Dynamical",4.9899998,17.83,,"Scientist",-.20476627,.20476627,4.8218999,4.7852335
2018,7,"Alek Petty, NASA-GSFC","Statistical","Statistical",4.9899998,18.4,.60000002,"Scientist",-.20476627,.20476627,4.8218999,4.7852335
2018,7,"Modified CanSIPS","Dynamical","Dynamical",5.1700001,,,"Scientist",-.38476658,.38476658,4.8218999,4.7852335
2018,7,"Rob Dekker","Statistical","Statistical",5.1900001,,,"Citizen",-.40476656,.40476656,4.8218999,4.7852335
2018,7,"AWI Consortium","Dynamical","Dynamical",5.1999998,,,"Scientist",-.41476631,.41476631,4.8218999,4.7852335
2018,7,"FIO-ESM (Qiao et al.)","Dynamical","Dynamical",5.1999998,,,"Scientist",-.41476631,.41476631,4.8218999,4.7852335
2018,7,"Frank Bosse","Mixed","Statistical",5.1999998,,,"Citizen",-.41476631,.41476631,4.8218999,4.7852335
2018,8,"Morison","Heuristic","Heuristic",3.4000001,,,"Scientist",1.3852334,1.3852334,4.8218999,4.7852335
2018,8,"NASA GMAO","Dynamical","Dynamical",3.9100001,,.20999999,"Scientist",.87523341,.87523341,4.8218999,4.7852335
2018,8,"FIO-ESM (Qiao et al.)","Dynamical","Dynamical",4.0999999,,,"Scientist",.68523359,.68523359,4.8218999,4.7852335
2018,8,"Gavin Cawley","Statistical","Statistical",4.1486139,,,"Scientist",.63661957,.63661957,4.8218999,4.7852335
2018,8,"MPAS-CESM","Dynamical","Dynamical",4.1999998,17.4,.60000002,"Scientist",.58523369,.58523369,4.8218999,4.7852335
2018,8,"Kay/Bailey/Holland (NCAR/CU)","Heuristic","Heuristic",4.1999998,,,"Scientist",.58523369,.58523369,4.8218999,4.7852335
2018,8,"John, Christian","Statistical","Statistical",4.2399998,,,"Citizen",.54523373,.54523373,4.8218999,4.7852335
2018,8,"UC Louvain (Massonnet et al.)","Dynamical","Dynamical",4.25,20.959999,.44999999,"Scientist",.5352335,.5352335,4.8218999,4.7852335
2018,8,"Sean Horvath, NSIDC","Statistical","Statistical",4.27,,,"Scientist",.51523352,.51523352,4.8218999,4.7852335
2018,8,"NRL-NESM","Dynamical","Dynamical",4.3000002,21.700001,.63999999,"Scientist",.48523331,.48523331,4.8218999,4.7852335
2018,8,"Robert Grimm","Statistical","Statistical",4.3000002,,,"Scientist",.48523331,.48523331,4.8218999,4.7852335
2018,8,"McGill Team","Statistical","Statistical",4.3099999,,,"Scientist",.47523355,.47523355,4.8218999,4.7852335
2018,8,"Qing Bao (LASG, IAP)","Mixed","Dynamical",4.3699999,,,"Scientist",.41523361,.41523361,4.8218999,4.7852335
2018,8,"NMEFC (Li & Li)","Statistical","Statistical",4.4200001,,,"Scientist",.36523342,.36523342,4.8218999,4.7852335
2018,8,"Sanwa Elementary School (Iihoshi et al.)","Heuristic","Heuristic",4.4299998,,,"Citizen",.35523367,.35523367,4.8218999,4.7852335
2018,8,"Yizhe Zhan","Statistical","Statistical",4.4499998,,,"Scientist",.33523369,.33523369,4.8218999,4.7852335
2018,8,"GFDL/NOAA (Bushuk et al.)","Dynamical","Dynamical",4.4899998,,.1,"Scientist",.29523373,.29523373,4.8218999,4.7852335
2018,8,"Dmitri Kondrashov (UCLA)","Statistical","Statistical",4.52,,.5,"Scientist",.26523352,.26523352,4.8218999,4.7852335
2018,8,"NSIDC Hivemind","Heuristic","Heuristic",4.5500002,,,"Scientist",.23523331,.23523331,4.8218999,4.7852335
2018,8,"Meier, NSIDC","Statistical","Statistical",4.5700002,18.24,,"Scientist",.21523333,.21523333,4.8218999,4.7852335
2018,8,"IARC (Brettschneider et al.)","Statistical","Statistical",4.6420002,,,"Scientist",.1432333,.1432333,4.8218999,4.7852335
2018,8,"Lamont (Yuan & Li)","Statistical","Statistical",4.6900001,19.030001,.63,"Scientist",.09523344,.09523344,4.8218999,4.7852335
2018,8,"CPOM (D. Schroeder, et al.)","Statistical","Statistical",4.6999998,,,"Scientist",.085233688,.085233688,4.8218999,4.7852335
2018,8,"UTokyo (Kimura et al.)","Statistical","Statistical",4.71,,,"Scientist",.075233459,.075233459,4.8218999,4.7852335
2018,8,"Slater/Barrett NSIDC","Statistical","Statistical",4.75,,,"Scientist",.035233498,.035233498,4.8218999,4.7852335
2018,8,"Met Office","Dynamical","Dynamical",4.9000001,,,"Scientist",-.1147666,.1147666,4.8218999,4.7852335
2018,8,"RASM (Kamal et al.)","Dynamical","Dynamical",4.921,,.50199997,"Scientist",-.13576651,.13576651,4.8218999,4.7852335
2018,8,"NCEP CPC","Dynamical","Dynamical",4.9299998,,.88,"Scientist",-.14476633,.14476633,4.8218999,4.7852335
2018,8,"Nico Sun","Statistical","Statistical",4.9330001,,.53500003,"Citizen",-.14776659,.14776659,4.8218999,4.7852335
2018,8,"Zhang & Schweiger","Dynamical","Dynamical",4.9499998,,,"Scientist",-.16476631,.16476631,4.8218999,4.7852335
2018,8,"Wu & Grumbine","Dynamical","Dynamical",4.96,20.129999,,"Scientist",-.17476654,.17476654,4.8218999,4.7852335
2018,8,"ECMWF SEAS5","Dynamical","Dynamical",4.9699998,,,"Scientist",-.18476629,.18476629,4.8218999,4.7852335
2018,8,"CNRM (Chevallier et al.)","Dynamical","Dynamical",4.9899998,17.83,,"Scientist",-.20476627,.20476627,4.8218999,4.7852335
2018,8,"Alek Petty, NASA-GSFC","Statistical","Statistical",4.9899998,18.4,.60000002,"Scientist",-.20476627,.20476627,4.8218999,4.7852335
2018,8,"Ionita & Grosfeld","Statistical","Statistical",5.0999999,,,"Scientist",-.31476641,.31476641,4.8218999,4.7852335
2018,8,"AWI Consortium","Dynamical","Dynamical",5.1900001,,,"Scientist",-.40476656,.40476656,4.8218999,4.7852335
2018,8,"Rob Dekker","Statistical","Statistical",5.1900001,,,"Citizen",-.40476656,.40476656,4.8218999,4.7852335
2018,8,"Frank Bosse","Mixed","Statistical",5.1999998,,,"Citizen",-.41476631,.41476631,4.8218999,4.7852335
2018,8,"Modified CanSIPS","Dynamical","Dynamical",5.2199998,,,"Scientist",-.43476629,.43476629,4.8218999,4.7852335
2019,6,"Sanwa Elementary School (Iihoshi et al.)","Heuristic","Heuristic",3.0599999,,,"Citizen",1.3039002,1.3039002,4.7852302,4.3639002
2019,6,"Morison","Heuristic","Heuristic",3.8,,,"Scientist",.56390023,.56390023,4.7852302,4.3639002
2019,6,"McGill Team","Statistical","Statistical",3.99,,,"Scientist",.37390018,.37390018,4.7852302,4.3639002
2019,6,"NASA GISS / McGill University","Statistical","Statistical",4,,,"Scientist",.36390018,.36390018,4.7852302,4.3639002
2019,6,"Simmons, Charles","Statistical","Statistical",4.026,,,"Citizen",.33790016,.33790016,4.7852302,4.3639002
2019,6,"University of Washington/APL","Dynamical","Dynamical",4.0700002,,,"Scientist",.29390001,.29390001,4.7852302,4.3639002
2019,6,"Univ. of East Anglia (Cawley)","Statistical","Statistical",4.1451998,,,"Scientist",.21870041,.21870041,4.7852302,4.3639002
2019,6,"LASG-IAP","Dynamical","Dynamical",4.1500001,,,"Scientist",.21390009,.21390009,4.7852302,4.3639002
2019,6,"Meier NSIDC","Statistical","Statistical",4.1999998,17.049999,,"Scientist",.16390038,.16390038,4.7852302,4.3639002
2019,6,"NASA GMAO","Dynamical","Dynamical",4.27,,.41,"Scientist",.093900204,.093900204,4.7852302,4.3639002
2019,6,"CPOM (D. Schroeder, et al.)","Statistical","Statistical",4.3000002,,,"Scientist",.063899994,.063899994,4.7852302,4.3639002
2019,6,"GFDL/NOAA (Bushuk et al.)","Dynamical","Dynamical",4.3099999,,.13,"Scientist",.053900242,.053900242,4.7852302,4.3639002
2019,6,"UC Louvain (Massonnet et al.)","Dynamical","Dynamical",4.3200002,20.9,.5,"Scientist",.043900013,.043900013,4.7852302,4.3639002
2019,6,"NCAR/CU (Kay et al.)","Heuristic","Heuristic",4.3800001,,,"Scientist",-.01609993,.01609993,4.7852302,4.3639002
2019,6,"NSIDC (Group)","Heuristic","Heuristic",4.4000001,,,"Scientist",-.036099911,.036099911,4.7852302,4.3639002
2019,6,"Sun, Nico","Statistical","Statistical",4.4000001,,.329,"Citizen",-.036099911,.036099911,4.7852302,4.3639002
2019,6,"Wu, Tallapragada and Grumbine","Dynamical","Dynamical",4.4099998,19.719999,,"Scientist",-.046099663,.046099663,4.7852302,4.3639002
2019,6,"IARC (Brettschneider et al.)","Statistical","Statistical",4.441,,,"Scientist",-.0770998,.0770998,4.7852302,4.3639002
2019,6,"UCLA (Kondrashov)","Statistical","Statistical",4.48,,.49000001,"Scientist",-.11609983,.11609983,4.7852302,4.3639002
2019,6,"Modified CanSIPS","Dynamical","Dynamical",4.5100002,,,"Scientist",-.14610004,.14610004,4.7852302,4.3639002
2019,6,"Lamont (Yuan & Li)","Statistical","Statistical",4.5100002,18.639999,.23999999,"Scientist",-.14610004,.14610004,4.7852302,4.3639002
2019,6,"NCEP CPC","Dynamical","Dynamical",4.6199999,,.52999997,"Scientist",-.2560997,.2560997,4.7852302,4.3639002
2019,6,"FIO-ESM (Shu et al.)","Dynamical","Dynamical",4.6300001,,,"Scientist",-.26609993,.26609993,4.7852302,4.3639002
2019,6,"UTokyo (Kimura et al.)","Statistical","Statistical",4.8699999,,,"Scientist",-.5060997,.5060997,4.7852302,4.3639002
2019,6,"RASM (Kamal et al.)","Dynamical","Dynamical",4.9099998,,.324,"Scientist",-.54609966,.54609966,4.7852302,4.3639002
2019,6,"NMEFC of China (Li and Li )","Statistical","Statistical",4.9400001,,,"Scientist",-.57609987,.57609987,4.7852302,4.3639002
2019,6,"AWI Consortium","Dynamical","Dynamical",5.1799998,,,"Scientist",-.81609964,.81609964,4.7852302,4.3639002
2019,6,"Met Office","Dynamical","Dynamical",5.1999998,17.700001,,"Scientist",-.83609962,.83609962,4.7852302,4.3639002
2019,6,"NSIDC, CU Boulder (Horvath et al.)","Statistical","Statistical",5.5900002,,,"Scientist",-1.2261,1.2261,4.7852302,4.3639002
2019,6,"Navy ESPC (Metzger et al.)","Dynamical","Dynamical",5.6999998,20.5,.72000003,"Scientist",-1.3360996,1.3360996,4.7852302,4.3639002
2019,6,"METNO-SPARSE-ST","Dynamical","Dynamical",5.8959999,,,"Scientist",-1.5320997,1.5320997,4.7852302,4.3639002
2019,7,"Sanwa Elementary School (Iihoshi et al.)","Heuristic","Heuristic",3.0599999,,,"Citizen",1.3039002,1.3039002,4.7852302,4.3639002
2019,7,"Navy ESPC (Metzger et al.)","Dynamical","Dynamical",3.5999999,20.299999,.25,"Scientist",.76390028,.76390028,4.7852302,4.3639002
2019,7,"GFDL/NOAA (Bushuk et al.)","Dynamical","Dynamical",3.6700001,,.1,"Scientist",.69390011,.69390011,4.7852302,4.3639002
2019,7,"Morison","Heuristic","Heuristic",3.8,,,"Scientist",.56390023,.56390023,4.7852302,4.3639002
2019,7,"Sun, Nico","Statistical","Statistical",3.95,,.20999999,"Citizen",.41390014,.41390014,4.7852302,4.3639002
2019,7,"Simmons, Charles","Statistical","Statistical",3.9779999,,,"Citizen",.38590026,.38590026,4.7852302,4.3639002
2019,7,"McGill Team","Statistical","Statistical",3.99,,,"Scientist",.37390018,.37390018,4.7852302,4.3639002
2019,7,"NASA GISS / McGill University","Statistical","Statistical",4,,,"Scientist",.36390018,.36390018,4.7852302,4.3639002
2019,7,"LASG-IAP","Dynamical","Dynamical",4.0100002,,,"Scientist",.35389996,.35389996,4.7852302,4.3639002
2019,7," UCL (Gregory et al.)","Statistical","Statistical",4.0209999,,.2,"Scientist",.34290028,.34290028,4.7852302,4.3639002
2019,7,"UIUC (Zhan)","Statistical","Statistical",4.04,,,"Scientist",.32390022,.32390022,4.7852302,4.3639002
2019,7,"CPOM (D. Schroeder, et al.)","Statistical","Statistical",4.0999999,,,"Scientist",.26390028,.26390028,4.7852302,4.3639002
2019,7,"NASA GSFC","Statistical","Statistical",4.1300001,,,"Scientist",.23390007,.23390007,4.7852302,4.3639002
2019,7,"Univ. of East Anglia (Cawley)","Statistical","Statistical",4.1451998,,,"Scientist",.21870041,.21870041,4.7852302,4.3639002
2019,7,"John, Christian","Statistical","Statistical",4.1700001,,,"Citizen",.19390011,.19390011,4.7852302,4.3639002
2019,7,"Dekker, Rob","Statistical","Statistical",4.2199998,,,"Citizen",.14390039,.14390039,4.7852302,4.3639002
2019,7,"NSIDC, CU Boulder (Horvath et al.)","Statistical","Statistical",4.25,,,"Scientist",.11390018,.11390018,4.7852302,4.3639002
2019,7,"University of Washington/APL","Dynamical","Dynamical",4.2600002,,,"Scientist",.10389996,.10389996,4.7852302,4.3639002
2019,7,"NASA GMAO","Dynamical","Dynamical",4.27,,.41,"Scientist",.093900204,.093900204,4.7852302,4.3639002
2019,7,"Modified CanSIPS","Dynamical","Dynamical",4.2800002,,,"Scientist",.083899975,.083899975,4.7852302,4.3639002
2019,7,"UC Louvain (Massonnet et al.)","Dynamical","Dynamical",4.3200002,20.9,.5,"Scientist",.043900013,.043900013,4.7852302,4.3639002
2019,7,"NSIDC (Meier)","Statistical","Statistical",4.3400002,17.459999,,"Scientist",.023900032,.023900032,4.7852302,4.3639002
2019,7,"NCAR/CU (Kay et al.)","Heuristic","Heuristic",4.3800001,,,"Scientist",-.01609993,.01609993,4.7852302,4.3639002
2019,7,"NSIDC (Group)","Heuristic","Heuristic",4.4000001,,,"Scientist",-.036099911,.036099911,4.7852302,4.3639002
2019,7,"NSIDC (Barrett/Slater)","Statistical","Statistical",4.46,,,"Scientist",-.096099854,.096099854,4.7852302,4.3639002
2019,7,"IARC (Brettschneider et al.)","Statistical","Statistical",4.5240002,,,"Scientist",-.16009998,.16009998,4.7852302,4.3639002
2019,7,"NCEP CPC","Dynamical","Dynamical",4.5500002,,.61000001,"Scientist",-.18610001,.18610001,4.7852302,4.3639002
2019,7,"UCLA (Kondrashov)","Statistical","Statistical",4.5599999,,.47,"Scientist",-.19609976,.19609976,4.7852302,4.3639002
2019,7,"RASM (Maslowski et al.) ","Dynamical","Dynamical",4.5700002,,.39300001,"Scientist",-.20609999,.20609999,4.7852302,4.3639002
2019,7,"Wu, Tallapragada and Grumbine","Dynamical","Dynamical",4.5799999,20.18,,"Scientist",-.21609974,.21609974,4.7852302,4.3639002
2019,7,"NMEFC of China (Li and Li )","Statistical","Statistical",4.5900002,,,"Scientist",-.22609997,.22609997,4.7852302,4.3639002
2019,7,"PolArctic","Other","Statistical",4.5999999,,,"Scientist",-.23609972,.23609972,4.7852302,4.3639002
2019,7,"FIO-ESM (Shu et al.)","Dynamical","Dynamical",4.6300001,,,"Scientist",-.26609993,.26609993,4.7852302,4.3639002
2019,7,"UTokyo (Kimura et al.)","Statistical","Statistical",4.6999998,,,"Scientist",-.33609962,.33609962,4.7852302,4.3639002
2019,7,"Lamont (Yuan & Li)","Statistical","Statistical",4.8699999,18.629999,.31,"Scientist",-.5060997,.5060997,4.7852302,4.3639002
2019,7,"AWI Consortium","Dynamical","Dynamical",4.8899999,,,"Scientist",-.52609968,.52609968,4.7852302,4.3639002
2019,7,"NMEFC (Zhao, et al.)","Dynamical","Dynamical",5.1100001,,,"Scientist",-.74609995,.74609995,4.7852302,4.3639002
2019,7,"Met Office","Dynamical","Dynamical",5.1999998,17.9,,"Scientist",-.83609962,.83609962,4.7852302,4.3639002
2019,7,"METNO-SPARSE-ST","Dynamical","Dynamical",5.8959999,,,"Scientist",-1.5320997,1.5320997,4.7852302,4.3639002
2019,8,"Navy ESPC (Metzger et al.)","Dynamical","Dynamical",3,20.1,.12,"Scientist",1.3639002,1.3639002,4.7852302,4.3639002
2019,8,"Sanwa Elementary School (Iihoshi et al.)","Heuristic","Heuristic",3.0599999,,,"Citizen",1.3039002,1.3039002,4.7852302,4.3639002
2019,8,"GFDL/NOAA (Bushuk et al.)","Dynamical","Dynamical",3.21,,.029999999,"Scientist",1.1539001,1.1539001,4.7852302,4.3639002
2019,8,"NSIDC, CU Boulder (Horvath et al.)","Statistical","Statistical",3.51,,,"Scientist",.85390019,.85390019,4.7852302,4.3639002
2019,8,"Morison","Heuristic","Heuristic",3.8,,,"Scientist",.56390023,.56390023,4.7852302,4.3639002
2019,8,"NASA GSFC","Statistical","Statistical",3.8900001,18.389999,.15000001,"Scientist",.47390008,.47390008,4.7852302,4.3639002
2019,8,"GloSea (Blockley et al.)","Dynamical","Dynamical",3.9000001,,,"Scientist",.46390009,.46390009,4.7852302,4.3639002
2019,8,"Simmons, Charles","Statistical","Statistical",3.9100001,,,"Citizen",.4539001,.4539001,4.7852302,4.3639002
2019,8,"UCL (Gregory et al.)","Statistical","Statistical",3.9200001,,,"Scientist",.44390011,.44390011,4.7852302,4.3639002
2019,8,"McGill Team","Statistical","Statistical",3.99,,,"Scientist",.37390018,.37390018,4.7852302,4.3639002
2019,8,"NASA GISS / McGill University","Statistical","Statistical",4,,,"Scientist",.36390018,.36390018,4.7852302,4.3639002
2019,8,"UIUC (Zhan)","Statistical","Statistical",4.04,,,"Scientist",.32390022,.32390022,4.7852302,4.3639002
2019,8,"NSIDC (Meier)","Statistical","Statistical",4.0599999,17.870001,,"Scientist",.30390024,.30390024,4.7852302,4.3639002
2019,8,"CPOM (D. Schroeder, et al.)","Statistical","Statistical",4.0999999,,,"Scientist",.26390028,.26390028,4.7852302,4.3639002
2019,8,"Sun, Nico","Statistical","Statistical",4.1300001,,.22,"Citizen",.23390007,.23390007,4.7852302,4.3639002
2019,8,"Univ. of East Anglia (Cawley)","Statistical","Statistical",4.1451998,,,"Scientist",.21870041,.21870041,4.7852302,4.3639002
2019,8,"NSIDC (Barrett/Slater)","Statistical","Statistical",4.1599998,,,"Scientist",.20390034,.20390034,4.7852302,4.3639002
2019,8,"IARC (Brettschneider et al.)","Statistical","Statistical",4.1680002,,,"Scientist",.19589996,.19589996,4.7852302,4.3639002
